idna_subject,checker_type,destination,source,tested_at,session_id
000173k.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:02.421540,b6df39350a560e7df64062af
000173p.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:02.522737,b6df39350a560e7df64062af
000173t.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:02.717937,b6df39350a560e7df64062af
000173y.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:03.614357,b6df39350a560e7df64062af
000173z.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:03.695269,b6df39350a560e7df64062af
000192.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:03.825518,b6df39350a560e7df64062af
000192a.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:04.022960,b6df39350a560e7df64062af
000192b.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:04.960156,b6df39350a560e7df64062af
000192c.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:04.969003,b6df39350a560e7df64062af
0000524.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:05.010278,b6df39350a560e7df64062af
000192d.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:05.195971,b6df39350a560e7df64062af
000192e.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:05.324658,b6df39350a560e7df64062af
000192f.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.259008,b6df39350a560e7df64062af
000192g.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.323819,b6df39350a560e7df64062af
000192j.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.366429,b6df39350a560e7df64062af
000192k.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.541803,b6df39350a560e7df64062af
000192p.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.631337,b6df39350a560e7df64062af
0001sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:06.862812,b6df39350a560e7df64062af
000192t.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:07.585428,b6df39350a560e7df64062af
000192y.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:07.669050,b6df39350a560e7df64062af
000192z.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:07.722348,b6df39350a560e7df64062af
0002sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.024816,b6df39350a560e7df64062af
00030j.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.282550,b6df39350a560e7df64062af
0002340.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.450786,b6df39350a560e7df64062af
00030w.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.549297,b6df39350a560e7df64062af
0002244.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.621370,b6df39350a560e7df64062af
0003389.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:08.885849,b6df39350a560e7df64062af
00032023.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.017511,b6df39350a560e7df64062af
000248.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.427052,b6df39350a560e7df64062af
0003608.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.467266,b6df39350a560e7df64062af
0003223.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.518188,b6df39350a560e7df64062af
00037p.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.742360,b6df39350a560e7df64062af
00037n.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.796978,b6df39350a560e7df64062af
0003450.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:09.810035,b6df39350a560e7df64062af
0003sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:10.082788,b6df39350a560e7df64062af
000435.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:10.357834,b6df39350a560e7df64062af
00037w.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:10.637320,b6df39350a560e7df64062af
0004116.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:10.697141,b6df39350a560e7df64062af
000222dd.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.399431,b6df39350a560e7df64062af
0004560.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.507270,b6df39350a560e7df64062af
0004sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.671650,b6df39350a560e7df64062af
0004384.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.677017,b6df39350a560e7df64062af
00050f.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.773474,b6df39350a560e7df64062af
00050q.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:11.970281,b6df39350a560e7df64062af
00066030.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.239027,b6df39350a560e7df64062af
0005670.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.405407,b6df39350a560e7df64062af
0006138.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.593439,b6df39350a560e7df64062af
00067811.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.691188,b6df39350a560e7df64062af
00049hao.app,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.844495,b6df39350a560e7df64062af
00067822.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.860228,b6df39350a560e7df64062af
00067833.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:12.978968,b6df39350a560e7df64062af
00067844.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.129379,b6df39350a560e7df64062af
00067855.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.134826,b6df39350a560e7df64062af
00067877.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.247206,b6df39350a560e7df64062af
00067888.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.396291,b6df39350a560e7df64062af
00067899.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.416581,b6df39350a560e7df64062af
000678cp.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.514138,b6df39350a560e7df64062af
0006yh.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.664712,b6df39350a560e7df64062af
0006sun.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.678956,b6df39350a560e7df64062af
0003977.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:13.692445,b6df39350a560e7df64062af
0006774.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:14.390441,b6df39350a560e7df64062af
0007154.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:14.516140,b6df39350a560e7df64062af
000706.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:14.683905,b6df39350a560e7df64062af
00071aa.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:15.254027,b6df39350a560e7df64062af
00071bb.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:15.325970,b6df39350a560e7df64062af
00071cc.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:15.415866,b6df39350a560e7df64062af
00071dd.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:15.487351,b6df39350a560e7df64062af
00071ee.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:15.963052,b6df39350a560e7df64062af
00071ff.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.070952,b6df39350a560e7df64062af
00071gg.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.166250,b6df39350a560e7df64062af
00071hh.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.212115,b6df39350a560e7df64062af
000707.org,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.223321,b6df39350a560e7df64062af
00071ii.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.765760,b6df39350a560e7df64062af
00071jj.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.817814,b6df39350a560e7df64062af
00071kk.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.859100,b6df39350a560e7df64062af
00071mm.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.959599,b6df39350a560e7df64062af
00071ll.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:16.975515,b6df39350a560e7df64062af
00071oo.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:17.596184,b6df39350a560e7df64062af
00071nn.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:17.666302,b6df39350a560e7df64062af
00071rr.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:17.746308,b6df39350a560e7df64062af
00071ss.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:17.751226,b6df39350a560e7df64062af
00071qq.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:17.761873,b6df39350a560e7df64062af
00071tt.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.319253,b6df39350a560e7df64062af
00071uu.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.400066,b6df39350a560e7df64062af
00071ww.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:11:18.525398,b6df39350a560e7df64062af
